bedrooms,bathrooms,square_footage,lot_size_acres,year_built,garage_spaces,property_type,neighborhood_quality,school_rating,crime_rate_index,distance_to_downtown_miles,has_pool,has_renovation,tax_assessed_value,days_on_market,listing_description,price
4,5,1880,0.33,1945,1,1,5,9.6,5.0,35.4,0,0,241322,155,"Featuring convenient location near shops and restaurants, this spacious home is perfect for families. Welcome to this move-in ready property with new roof installed within the last five years. This well-maintained home features recently updated kitchen and bathrooms. Featuring quiet tree-lined street, this delightful home is perfect for families. Don't miss this spacious opportunity with convenient location near shops and restaurants. Featuring large fenced backyard, this appealing home is perfect for families. The property includes ample storage and closet space and sits on an updated lot. The home has two bedrooms and two bathrooms. Located in the suburban area with easy access to major highways.",298052
2,2,919,0.32,1994,1,3,5,10.0,1.21,12.6,1,0,194418,3,"A delightful residence offering separate dining room and living area. Welcome to this updated property with fresh interior paint and new carpet. This delightful home features family-friendly neighborhood with good schools. A delightful residence offering open floor plan with abundant natural light. This inviting home features quiet tree-lined street. Close to parks, shopping, and public transportation options. The home has five bedrooms and one bathrooms.",275477
4,5,2421,0.44,1991,2,3,2,3.2,4.28,0.5,0,0,268113,14,"Welcome to this inviting property with family-friendly neighborhood with good schools. This updated home features large fenced backyard. The property includes separate dining room and living area and sits on an updated lot. Featuring recently updated kitchen and bathrooms, this attractive home is perfect for families. Don't miss this well-maintained opportunity with large fenced backyard. Welcome to this inviting property with open floor plan with abundant natural light. A well-maintained residence offering family-friendly neighborhood with good schools. Located in the central area with easy access to major highways. Close to parks, shopping, and public transportation options.",289110
4,3,1943,0.46,1954,1,2,4,10.0,2.93,3.4,0,1,317727,18,"The home showcases chef's kitchen with professional-grade appliances alongside gleaming hardwood floors throughout. Enjoy expansive master suite with walk-in closet in this magnificent estate. Every detail reflects elegant craftsmanship and design. Rarely available, this stunning residence boasts spa-inspired master bathroom. Enjoy grand foyer with soaring ceilings in this magnificent estate. Every detail reflects prestigious craftsmanship and design. The property sits on a corner lot in an established neighborhood.",368137
4,5,2522,0.35,1975,2,3,2,5.3,6.95,1.6,1,0,138796,64,"This attractive home features recently updated kitchen and bathrooms. Welcome to this comfortable property with family-friendly neighborhood with good schools. This updated home features open floor plan with abundant natural light. An updated residence offering convenient location near shops and restaurants. Welcome to this updated property with new roof installed within the last five years. Featuring quiet tree-lined street, this well-maintained home is perfect for families. This appealing home features open floor plan with abundant natural light. The property includes family-friendly neighborhood with good schools and sits on a charming lot. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",194472
2,2,995,0.6,2001,0,2,3,9.4,2.84,3.5,0,0,103259,2,"The home needs work but provides motivated seller offering below market value. Attention investors: functional property with solid bones and a good structural foundation. This well-located property offers tremendous potential for the right buyer. A convenient home with ideal for investors or first-time homebuyers. Attention investors: economical property with solid bones and a good structural foundation. This economical property offers price reduced for a quick sale. A compact home with solid bones and a good structural foundation. This affordable property offers price reduced for a quick sale. Close to parks, shopping, and public transportation options. The property sits on a standard-sized lot in an established neighborhood.",123072
3,3,1606,0.3,1951,0,0,2,5.1,5.59,32.2,1,0,140706,13,"Every detail reflects magnificent craftsmanship and design. Rarely available, this stunning residence boasts chef's kitchen with professional-grade appliances. Enjoy gourmet kitchen with marble countertops in this prestigious estate. Rarely available, this impeccable residence boasts grand foyer with soaring ceilings. This exceptional property offers grand foyer with soaring ceilings.",166582
3,2,1581,0.46,1925,1,3,4,8.6,2.49,45.8,0,1,122090,47,"Priced to sell, this solid home has motivated seller offering below market value. Don't overlook this practical opportunity featuring motivated seller offering below market value. Priced to sell, this well-located home has cosmetic updates needed throughout. A convenient home with great location despite needing some TLC. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute.",146724
4,5,1918,0.35,1936,0,1,5,7.6,3.31,13.2,1,0,390476,42,"Enjoy state-of-the-art smart home system in this elegant estate. This sophisticated property offers private wine cellar. Rarely available, this breathtaking residence boasts resort-style pool and outdoor entertaining area. This breathtaking property offers gleaming hardwood floors throughout. The home showcases waterfront location with private dock alongside state-of-the-art smart home system. Every detail reflects prestigious craftsmanship and design. Rarely available, this elegant residence boasts custom-built cabinetry and designer finishes. The home has three bedrooms and one bathrooms. Minutes from downtown with a straightforward commute.",444591
5,5,1684,0.77,1927,1,2,1,8.3,5.47,0.5,0,0,152881,8,"A well-maintained residence offering family-friendly neighborhood with good schools. Featuring family-friendly neighborhood with good schools, this charming home is perfect for families. An updated residence offering quiet tree-lined street. The property includes new roof installed within the last five years and sits on an inviting lot. A delightful residence offering family-friendly neighborhood with good schools. This move-in ready home features convenient location near shops and restaurants. A comfortable residence offering ample storage and closet space. The property includes large fenced backyard and sits on a well-maintained lot. Minutes from downtown with a straightforward commute. Located in the suburban area with easy access to major highways.",195140
4,4,2671,1.25,2012,1,0,2,5.3,7.13,4.5,0,0,248045,25,"Welcome to this magnificent home featuring spa-inspired master bathroom. Enjoy resort-style pool and outdoor entertaining area in this prestigious estate. The home showcases panoramic views of the surrounding landscape alongside waterfront location with private dock. Rarely available, this exceptional residence boasts gourmet kitchen with marble countertops. Close to parks, shopping, and public transportation options. The property sits on a generous lot in an established neighborhood.",317554
5,5,2230,0.82,1965,3,3,2,6.6,4.92,1.4,0,1,409935,103,"Rarely available, this exceptional residence boasts resort-style pool and outdoor entertaining area. This prestigious property offers waterfront location with private dock. Enjoy gleaming hardwood floors throughout in this elegant estate. This magnificent property offers panoramic views of the surrounding landscape. Every detail reflects breathtaking craftsmanship and design. This exceptional property offers chef's kitchen with professional-grade appliances. The home showcases gleaming hardwood floors throughout alongside private wine cellar. Close to parks, shopping, and public transportation options. The home has three bedrooms and two and a half bathrooms.",460205
1,2,939,0.4,2022,0,2,1,6.6,4.19,5.6,0,1,61692,34,An affordable home with motivated seller offering below market value. The home needs work but provides cosmetic updates needed throughout. This cozy property offers solid bones and a good structural foundation. The home needs work but provides motivated seller offering below market value. A practical home with ideal for investors or first-time homebuyers. Don't overlook this solid opportunity featuring solid bones and a good structural foundation. A solid home with large lot with future development potential. Minutes from downtown with a straightforward commute. The home has two bedrooms and two bathrooms.,84249
5,6,2304,0.95,1966,1,0,2,7.9,7.22,0.5,0,1,427909,83,"Enjoy gleaming hardwood floors throughout in this luxurious estate. Welcome to this sophisticated home featuring waterfront location with private dock. This magnificent property offers waterfront location with private dock. The home showcases custom-built cabinetry and designer finishes alongside waterfront location with private dock. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",463356
6,5,2828,0.55,1948,1,1,3,7.7,3.56,8.4,0,0,537643,19,"This stunning property offers private wine cellar. Enjoy expansive master suite with walk-in closet in this impeccable estate. Rarely available, this elegant residence boasts custom-built cabinetry and designer finishes. Enjoy gleaming hardwood floors throughout in this elegant estate. This impeccable property offers expansive master suite with walk-in closet. The home showcases expansive master suite with walk-in closet alongside expansive master suite with walk-in closet. Welcome to this sophisticated home featuring spa-inspired master bathroom. Every detail reflects breathtaking craftsmanship and design. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute.",628975
2,3,1398,0.32,1957,0,0,3,5.7,4.19,2.2,0,1,98192,45,"A compact home with solid bones and a good structural foundation. Don't overlook this modest opportunity featuring cosmetic updates needed throughout. Attention investors: convenient property with a true handyman special. Priced to sell, this well-located home has solid bones and a good structural foundation. This convenient property offers a true handyman special. Attention investors: modest property with ideal for investors or first-time homebuyers. Minutes from downtown with a straightforward commute. The home has four bedrooms and two and a half bathrooms.",135336
3,3,1411,0.07,1970,1,3,1,4.9,6.22,11.5,0,0,71714,74,"This modest property offers large lot with future development potential. Priced to sell, this practical home has motivated seller offering below market value. Attention investors: convenient property with motivated seller offering below market value. An economical home with cosmetic updates needed throughout. The home needs work but provides price reduced for a quick sale. Priced to sell, this compact home has great location despite needing some TLC. Don't overlook this cozy opportunity featuring price reduced for a quick sale. Close to parks, shopping, and public transportation options. Located in the west village area with easy access to major highways.",96900
4,3,1853,0.8,2002,3,3,1,6.4,5.73,9.7,1,0,295847,58,"Welcome to this elegant home featuring expansive master suite with walk-in closet. Every detail reflects impeccable craftsmanship and design. The home showcases gourmet kitchen with marble countertops alongside waterfront location with private dock. Welcome to this stunning home featuring expansive master suite with walk-in closet. Rarely available, this sophisticated residence boasts gourmet kitchen with marble countertops. This exceptional property offers state-of-the-art smart home system. The home showcases expansive master suite with walk-in closet alongside expansive master suite with walk-in closet. This stunning property offers custom-built cabinetry and designer finishes. Located in the east district area with easy access to major highways. The property sits on a level lot in an established neighborhood.",370543
6,6,2419,0.05,1940,1,0,3,6.7,3.25,0.5,0,1,355903,48,Welcome to this stunning home featuring grand foyer with soaring ceilings. Enjoy private wine cellar in this sophisticated estate. The home showcases custom-built cabinetry and designer finishes alongside gourmet kitchen with marble countertops. This luxurious property offers gleaming hardwood floors throughout. Enjoy private wine cellar in this prestigious estate. The home showcases custom-built cabinetry and designer finishes alongside expansive master suite with walk-in closet. Welcome to this stunning home featuring grand foyer with soaring ceilings. The home showcases custom-built cabinetry and designer finishes alongside state-of-the-art smart home system. The home has four bedrooms and one bathrooms. The property sits on a private lot in an established neighborhood.,455270
3,3,1685,0.47,1933,1,2,4,9.8,2.71,1.8,0,1,252589,127,"Don't overlook this modest opportunity featuring solid bones and a good structural foundation. The home needs work but provides sold strictly as-is condition. Attention investors: modest property with motivated seller offering below market value. Don't overlook this modest opportunity featuring sold strictly as-is condition. Priced to sell, this compact home has a true handyman special. Attention investors: convenient property with a true handyman special.",320291
3,3,1890,0.05,1960,2,0,4,10.0,2.25,1.2,0,0,240717,7,"This inviting home features separate dining room and living area. Featuring family-friendly neighborhood with good schools, this move-in ready home is perfect for families. This attractive home features quiet tree-lined street. An appealing residence offering fresh interior paint and new carpet. Welcome to this spacious property with ample storage and closet space. This delightful home features convenient location near shops and restaurants. A comfortable residence offering convenient location near shops and restaurants. Close to parks, shopping, and public transportation options. Located in the east district area with easy access to major highways.",270391
2,2,1422,0.29,1923,0,3,4,8.2,2.3,5.7,0,1,157813,96,"This delightful home features convenient location near shops and restaurants. An inviting residence offering fresh interior paint and new carpet. Featuring separate dining room and living area, this delightful home is perfect for families. Welcome to this comfortable property with ample storage and closet space. The home has five bedrooms and three bathrooms. Located in the east district area with easy access to major highways.",194670
1,1,1058,0.18,1924,2,2,2,5.2,5.39,9.0,0,1,62636,71,"Attention investors: functional property with solid bones and a good structural foundation. The home needs work but provides price reduced for a quick sale. Priced to sell, this compact home has motivated seller offering below market value. This cozy property offers solid bones and a good structural foundation. Priced to sell, this functional home has sold strictly as-is condition. The home needs work but provides large lot with future development potential. The home has three bedrooms and two bathrooms. Minutes from downtown with a straightforward commute.",80000
3,2,1307,0.27,1968,0,2,2,6.0,5.41,11.1,1,0,66081,61,"Attention investors: compact property with sold strictly as-is condition. A cozy home with sold strictly as-is condition. Priced to sell, this modest home has a true handyman special. Don't overlook this economical opportunity featuring ideal for investors or first-time homebuyers. This modest property offers sold strictly as-is condition. Attention investors: economical property with price reduced for a quick sale. The property sits on a well-landscaped lot in an established neighborhood. Located in the east district area with easy access to major highways.",80000
3,4,2271,0.6,1924,3,2,5,8.9,0.1,3.6,0,1,483264,12,"This sophisticated property offers spa-inspired master bathroom. Welcome to this impeccable home featuring spa-inspired master bathroom. Every detail reflects sophisticated craftsmanship and design. This sophisticated property offers chef's kitchen with professional-grade appliances. Welcome to this stunning home featuring grand foyer with soaring ceilings. Close to parks, shopping, and public transportation options. The home has five bedrooms and three bathrooms. Minutes from downtown with a straightforward commute.",565357
3,3,1399,0.46,1934,2,0,2,6.3,6.94,2.2,1,0,159376,73,This attractive home features open floor plan with abundant natural light. The property includes recently updated kitchen and bathrooms and sits on an updated lot. An attractive residence offering family-friendly neighborhood with good schools. This delightful home features family-friendly neighborhood with good schools. Don't miss this well-maintained opportunity with separate dining room and living area. A spacious residence offering separate dining room and living area. Welcome to this inviting property with open floor plan with abundant natural light. This move-in ready home features quiet tree-lined street. The property sits on a level lot in an established neighborhood. Located in the north side area with easy access to major highways.,211336
3,3,1270,0.27,1939,0,2,5,8.0,2.51,0.7,0,0,200073,4,"The home needs work but provides motivated seller offering below market value. A well-located home with tremendous potential for the right buyer. Priced to sell, this affordable home has solid bones and a good structural foundation. A compact home with large lot with future development potential. Attention investors: solid property with sold strictly as-is condition. The home needs work but provides cosmetic updates needed throughout. Don't overlook this cozy opportunity featuring large lot with future development potential. This well-located property offers solid bones and a good structural foundation.",214808
5,5,2621,0.26,1930,2,3,4,9.5,0.1,22.0,0,0,434697,44,"Welcome to this impeccable home featuring expansive master suite with walk-in closet. This prestigious property offers waterfront location with private dock. Every detail reflects impeccable craftsmanship and design. This magnificent property offers waterfront location with private dock. Welcome to this elegant home featuring panoramic views of the surrounding landscape. Rarely available, this magnificent residence boasts chef's kitchen with professional-grade appliances. Located in the central area with easy access to major highways. The property sits on a level lot in an established neighborhood.",459664
5,5,2162,0.57,1932,1,0,1,4.5,5.32,18.8,0,0,244065,15,"The property includes fresh interior paint and new carpet and sits on a spacious lot. Featuring new roof installed within the last five years, this comfortable home is perfect for families. The property includes new roof installed within the last five years and sits on an appealing lot. A well-maintained residence offering open floor plan with abundant natural light. This appealing home features recently updated kitchen and bathrooms. Welcome to this appealing property with ample storage and closet space. Featuring fresh interior paint and new carpet, this charming home is perfect for families. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options. The home has two bedrooms and three bathrooms.",277894
6,6,3014,0.59,1967,2,2,1,4.2,5.32,1.6,1,1,336370,18,"Rarely available, this sophisticated residence boasts grand foyer with soaring ceilings. The home showcases gleaming hardwood floors throughout alongside spa-inspired master bathroom. Every detail reflects luxurious craftsmanship and design. Enjoy resort-style pool and outdoor entertaining area in this luxurious estate. Rarely available, this prestigious residence boasts state-of-the-art smart home system. Enjoy chef's kitchen with professional-grade appliances in this magnificent estate. Every detail reflects luxurious craftsmanship and design. The home showcases panoramic views of the surrounding landscape alongside waterfront location with private dock. Located in the north side area with easy access to major highways.",378248
3,4,1277,0.89,1927,2,2,1,6.3,6.62,0.5,0,0,97301,80,"The home needs work but provides motivated seller offering below market value. Don't overlook this solid opportunity featuring great location despite needing some TLC. Priced to sell, this affordable home has sold strictly as-is condition. This well-located property offers solid bones and a good structural foundation. Located in the suburban area with easy access to major highways.",122596
4,4,1649,0.33,1935,2,0,2,4.7,4.35,21.5,0,0,82485,12,"The home needs work but provides great location despite needing some TLC. This functional property offers price reduced for a quick sale. Attention investors: well-located property with sold strictly as-is condition. The home needs work but provides sold strictly as-is condition. Attention investors: solid property with solid bones and a good structural foundation. Don't overlook this compact opportunity featuring motivated seller offering below market value. Priced to sell, this economical home has tremendous potential for the right buyer. Attention investors: affordable property with great location despite needing some TLC. Close to parks, shopping, and public transportation options. The property sits on a corner lot in an established neighborhood.",109229
2,1,976,0.29,1942,3,1,1,5.9,7.66,2.5,1,0,73696,12,"The home needs work but provides solid bones and a good structural foundation. Attention investors: compact property with ideal for investors or first-time homebuyers. A modest home with cosmetic updates needed throughout. Attention investors: functional property with great location despite needing some TLC. Priced to sell, this compact home has sold strictly as-is condition. Close to parks, shopping, and public transportation options. Located in the north side area with easy access to major highways.",92516
5,5,2500,0.19,1954,0,0,2,6.0,5.11,9.2,1,0,244711,13,"Enjoy state-of-the-art smart home system in this exceptional estate. Every detail reflects prestigious craftsmanship and design. The home showcases gleaming hardwood floors throughout alongside private wine cellar. Welcome to this prestigious home featuring gourmet kitchen with marble countertops. Enjoy grand foyer with soaring ceilings in this sophisticated estate. Welcome to this prestigious home featuring resort-style pool and outdoor entertaining area. Every detail reflects exceptional craftsmanship and design. Rarely available, this prestigious residence boasts gleaming hardwood floors throughout. The home has four bedrooms and three bathrooms. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",338529
4,3,1966,0.14,2009,0,0,3,7.8,3.79,5.3,1,0,296568,6,The home showcases gourmet kitchen with marble countertops alongside spa-inspired master bathroom. Welcome to this exquisite home featuring gleaming hardwood floors throughout. This sophisticated property offers custom-built cabinetry and designer finishes. Enjoy waterfront location with private dock in this sophisticated estate. Every detail reflects luxurious craftsmanship and design. The home showcases waterfront location with private dock alongside expansive master suite with walk-in closet. Welcome to this breathtaking home featuring panoramic views of the surrounding landscape. Located in the suburban area with easy access to major highways. The home has four bedrooms and one bathrooms.,340154
6,6,2596,0.62,1945,1,0,3,7.7,3.97,18.4,0,0,370243,31,"Every detail reflects stunning craftsmanship and design. Welcome to this luxurious home featuring chef's kitchen with professional-grade appliances. Every detail reflects exquisite craftsmanship and design. This stunning property offers gleaming hardwood floors throughout. Enjoy panoramic views of the surrounding landscape in this exceptional estate. This luxurious property offers custom-built cabinetry and designer finishes. Every detail reflects luxurious craftsmanship and design. Enjoy resort-style pool and outdoor entertaining area in this exceptional estate. Close to parks, shopping, and public transportation options. The property sits on a level lot in an established neighborhood.",425925
2,2,1337,0.14,1967,0,0,5,9.7,4.9,1.2,0,0,163057,7,This attractive home features convenient location near shops and restaurants. Welcome to this well-maintained property with open floor plan with abundant natural light. This attractive home features large fenced backyard. The property includes recently updated kitchen and bathrooms and sits on a spacious lot. Located in the central area with easy access to major highways. Minutes from downtown with a straightforward commute.,196739
3,4,1189,0.21,1996,2,3,1,4.6,4.8,6.7,0,0,97847,48,"Don't overlook this economical opportunity featuring a true handyman special. This modest property offers sold strictly as-is condition. The home needs work but provides a true handyman special. Priced to sell, this modest home has a true handyman special. The home needs work but provides sold strictly as-is condition. Don't overlook this modest opportunity featuring large lot with future development potential. Priced to sell, this compact home has great location despite needing some TLC. Attention investors: functional property with solid bones and a good structural foundation. The property sits on a generous lot in an established neighborhood. The home has three bedrooms and one bathrooms.",117511
3,3,1925,0.67,1928,2,2,3,6.7,4.28,1.0,1,1,253515,24,The property includes open floor plan with abundant natural light and sits on an appealing lot. Welcome to this updated property with convenient location near shops and restaurants. The property includes new roof installed within the last five years and sits on an attractive lot. This inviting home features large fenced backyard. Located in the west village area with easy access to major highways. The home has five bedrooms and two bathrooms.,281599
2,3,1171,0.59,1955,1,0,5,9.2,0.62,4.0,1,0,251262,37,"The property includes separate dining room and living area and sits on an inviting lot. Featuring separate dining room and living area, this delightful home is perfect for families. The property includes fresh interior paint and new carpet and sits on a move-in ready lot. Featuring ample storage and closet space, this spacious home is perfect for families. This spacious home features open floor plan with abundant natural light. The home has two bedrooms and two and a half bathrooms. The property sits on a corner lot in an established neighborhood.",292444
4,4,2300,1.17,1942,0,1,3,7.1,3.21,16.4,0,0,251342,47,"Rarely available, this exceptional residence boasts expansive master suite with walk-in closet. Enjoy state-of-the-art smart home system in this magnificent estate. Every detail reflects breathtaking craftsmanship and design. Rarely available, this exceptional residence boasts gleaming hardwood floors throughout. Every detail reflects exquisite craftsmanship and design. This luxurious property offers custom-built cabinetry and designer finishes. Enjoy panoramic views of the surrounding landscape in this stunning estate. Welcome to this exquisite home featuring panoramic views of the surrounding landscape. Minutes from downtown with a straightforward commute. The property sits on a private lot in an established neighborhood.",320877
3,3,1499,0.63,2001,1,0,1,3.5,7.35,13.5,0,0,174879,8,"Featuring family-friendly neighborhood with good schools, this charming home is perfect for families. This comfortable home features separate dining room and living area. Featuring quiet tree-lined street, this inviting home is perfect for families. This appealing home features large fenced backyard. Featuring large fenced backyard, this inviting home is perfect for families. An inviting residence offering open floor plan with abundant natural light. Don't miss this spacious opportunity with open floor plan with abundant natural light. This charming home features convenient location near shops and restaurants. Located in the north side area with easy access to major highways. The home has three bedrooms and three bathrooms.",246552
3,3,1778,0.22,1937,2,3,2,6.6,4.7,19.5,0,0,103588,43,"The home needs work but provides ideal for investors or first-time homebuyers. Priced to sell, this compact home has price reduced for a quick sale. Attention investors: convenient property with great location despite needing some TLC. The home needs work but provides motivated seller offering below market value. Priced to sell, this economical home has solid bones and a good structural foundation. Don't overlook this convenient opportunity featuring large lot with future development potential. The property sits on a level lot in an established neighborhood. The home has three bedrooms and two and a half bathrooms.",120366
4,4,2596,0.09,1965,1,1,1,5.9,7.09,4.4,0,0,154018,17,"Featuring convenient location near shops and restaurants, this comfortable home is perfect for families. This spacious home features quiet tree-lined street. The property includes convenient location near shops and restaurants and sits on an updated lot. Welcome to this spacious property with family-friendly neighborhood with good schools. An appealing residence offering large fenced backyard. The property includes family-friendly neighborhood with good schools and sits on a comfortable lot. Welcome to this inviting property with separate dining room and living area. Close to parks, shopping, and public transportation options. The home has five bedrooms and two and a half bathrooms.",183946
6,6,2602,0.23,2001,3,1,5,10.0,2.81,2.2,0,0,708916,81,"Welcome to this prestigious home featuring panoramic views of the surrounding landscape. Enjoy spa-inspired master bathroom in this exquisite estate. Every detail reflects exquisite craftsmanship and design. This exceptional property offers waterfront location with private dock. Every detail reflects impeccable craftsmanship and design. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",918393
3,2,1920,0.18,1963,2,3,3,6.9,5.42,8.8,1,1,247012,96,"Every detail reflects magnificent craftsmanship and design. This impeccable property offers gleaming hardwood floors throughout. Rarely available, this exquisite residence boasts gourmet kitchen with marble countertops. This sophisticated property offers resort-style pool and outdoor entertaining area. The home showcases state-of-the-art smart home system alongside gourmet kitchen with marble countertops. This exquisite property offers private wine cellar. Welcome to this magnificent home featuring panoramic views of the surrounding landscape. The property sits on a corner lot in an established neighborhood. Located in the south end area with easy access to major highways.",346354
4,5,2572,0.1,1922,0,0,2,7.8,5.42,5.4,0,0,157077,12,Welcome to this move-in ready property with large fenced backyard. The property includes separate dining room and living area and sits on an inviting lot. Don't miss this delightful opportunity with ample storage and closet space. The property includes new roof installed within the last five years and sits on a comfortable lot. Minutes from downtown with a straightforward commute. The home has two bedrooms and one bathrooms.,197777
5,4,2268,0.06,2018,0,2,1,5.9,6.08,20.1,0,1,171779,14,"Don't miss this inviting opportunity with new roof installed within the last five years. Featuring recently updated kitchen and bathrooms, this comfortable home is perfect for families. Welcome to this spacious property with separate dining room and living area. A comfortable residence offering family-friendly neighborhood with good schools. Minutes from downtown with a straightforward commute. The property sits on a generous lot in an established neighborhood.",216025
4,4,1990,0.13,2017,3,3,1,6.3,6.95,3.2,0,0,196381,5,"This appealing home features quiet tree-lined street. Featuring new roof installed within the last five years, this well-maintained home is perfect for families. Don't miss this attractive opportunity with recently updated kitchen and bathrooms. The property includes ample storage and closet space and sits on a move-in ready lot. Don't miss this spacious opportunity with fresh interior paint and new carpet. A spacious residence offering fresh interior paint and new carpet. Located in the east district area with easy access to major highways.",250495
3,3,1951,0.15,2000,0,2,3,7.5,2.98,3.4,0,0,211101,5,"Welcome to this comfortable property with open floor plan with abundant natural light. Don't miss this inviting opportunity with separate dining room and living area. Welcome to this attractive property with recently updated kitchen and bathrooms. The property includes recently updated kitchen and bathrooms and sits on a well-maintained lot. This spacious home features quiet tree-lined street. Featuring separate dining room and living area, this attractive home is perfect for families. Don't miss this move-in ready opportunity with convenient location near shops and restaurants. The home has four bedrooms and two and a half bathrooms. Minutes from downtown with a straightforward commute.",256685
3,2,1896,0.16,1933,2,0,1,2.5,3.93,8.3,0,1,127387,85,"The home needs work but provides a true handyman special. This compact property offers cosmetic updates needed throughout. A modest home with tremendous potential for the right buyer. Don't overlook this solid opportunity featuring large lot with future development potential. Attention investors: practical property with tremendous potential for the right buyer. This cozy property offers ideal for investors or first-time homebuyers. Close to parks, shopping, and public transportation options. Located in the west village area with easy access to major highways.",145949
6,6,2842,1.18,1921,0,3,4,7.9,9.28,8.5,1,0,330319,52,"Every detail reflects exceptional craftsmanship and design. Welcome to this sophisticated home featuring spa-inspired master bathroom. This sophisticated property offers custom-built cabinetry and designer finishes. Every detail reflects magnificent craftsmanship and design. Enjoy state-of-the-art smart home system in this exquisite estate. This impeccable property offers chef's kitchen with professional-grade appliances. Welcome to this sophisticated home featuring expansive master suite with walk-in closet. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",457940
2,2,1639,0.06,1933,0,0,5,7.3,2.29,1.5,0,0,124692,75,This affordable property offers ideal for investors or first-time homebuyers. Attention investors: solid property with motivated seller offering below market value. A cozy home with motivated seller offering below market value. This well-located property offers solid bones and a good structural foundation. Minutes from downtown with a straightforward commute. Located in the west village area with easy access to major highways.,157294
2,1,1287,0.08,1947,2,1,1,4.5,6.0,1.5,0,1,65509,52,This cozy property offers solid bones and a good structural foundation. Attention investors: well-located property with cosmetic updates needed throughout. A convenient home with tremendous potential for the right buyer. Attention investors: practical property with large lot with future development potential. A practical home with large lot with future development potential. Don't overlook this modest opportunity featuring a true handyman special. A solid home with motivated seller offering below market value. This cozy property offers cosmetic updates needed throughout. Don't overlook this well-located opportunity featuring solid bones and a good structural foundation. The property sits on a corner lot in an established neighborhood.,80000
3,3,1950,0.49,2006,2,3,3,8.1,6.11,1.5,0,0,171983,57,"Welcome to this delightful property with recently updated kitchen and bathrooms. Don't miss this delightful opportunity with large fenced backyard. Featuring new roof installed within the last five years, this delightful home is perfect for families. Welcome to this attractive property with family-friendly neighborhood with good schools. This well-maintained home features convenient location near shops and restaurants. Close to parks, shopping, and public transportation options. Minutes from downtown with a straightforward commute. Close to parks, shopping, and public transportation options.",222724
3,3,1991,0.22,2013,2,1,3,10.0,3.11,23.2,0,0,250575,91,"The home showcases state-of-the-art smart home system alongside panoramic views of the surrounding landscape. Every detail reflects breathtaking craftsmanship and design. The home showcases resort-style pool and outdoor entertaining area alongside state-of-the-art smart home system. This luxurious property offers waterfront location with private dock. Rarely available, this prestigious residence boasts grand foyer with soaring ceilings. This impeccable property offers gleaming hardwood floors throughout. Enjoy grand foyer with soaring ceilings in this luxurious estate. The home showcases chef's kitchen with professional-grade appliances alongside custom-built cabinetry and designer finishes. The property sits on a well-landscaped lot in an established neighborhood. Close to parks, shopping, and public transportation options.",335578
2,1,1520,0.09,1975,2,0,4,10.0,3.19,1.3,0,0,147373,32,"Priced to sell, this cozy home has a true handyman special. An economical home with large lot with future development potential. This modest property offers sold strictly as-is condition. Don't overlook this convenient opportunity featuring ideal for investors or first-time homebuyers. Close to parks, shopping, and public transportation options. The property sits on a standard-sized lot in an established neighborhood.",159031
3,2,1599,0.14,1974,1,1,1,5.7,6.67,15.1,0,0,66315,69,"This modest property offers great location despite needing some TLC. Don't overlook this economical opportunity featuring price reduced for a quick sale. An affordable home with a true handyman special. This compact property offers motivated seller offering below market value. Close to parks, shopping, and public transportation options. Located in the south end area with easy access to major highways.",80000
4,3,1995,0.05,1957,2,2,1,7.8,5.85,4.2,0,0,146493,26,This comfortable home features quiet tree-lined street. Don't miss this updated opportunity with open floor plan with abundant natural light. Welcome to this comfortable property with separate dining room and living area. The property includes large fenced backyard and sits on an attractive lot. Don't miss this move-in ready opportunity with convenient location near shops and restaurants. This inviting home features open floor plan with abundant natural light. The property sits on a corner lot in an established neighborhood. Located in the south end area with easy access to major highways.,191785
5,5,2282,0.22,1948,0,3,1,7.2,5.6,13.5,0,0,150102,1,"The home needs work but provides price reduced for a quick sale. Attention investors: well-located property with cosmetic updates needed throughout. A solid home with tremendous potential for the right buyer. Don't overlook this cozy opportunity featuring motivated seller offering below market value. Priced to sell, this affordable home has large lot with future development potential. The home needs work but provides ideal for investors or first-time homebuyers. A modest home with motivated seller offering below market value. Attention investors: modest property with a true handyman special. The property sits on a level lot in an established neighborhood. The home has four bedrooms and two and a half bathrooms.",167551
3,4,1671,0.08,1941,0,2,2,3.5,3.33,27.2,0,0,60555,74,This solid property offers price reduced for a quick sale. Don't overlook this practical opportunity featuring ideal for investors or first-time homebuyers. A functional home with sold strictly as-is condition. This modest property offers a true handyman special. The home needs work but provides price reduced for a quick sale. Minutes from downtown with a straightforward commute. The home has three bedrooms and three bathrooms. Minutes from downtown with a straightforward commute.,80000
