budget_millions,runtime_minutes,genre_primary,sequel_number,director_avg_gross,lead_actor_avg_gross,studio_tier,release_month,is_holiday_release,mpaa_rating,num_theaters_opening,marketing_spend_millions,critic_score_pre_release,social_media_buzz_index,plot_summary,worldwide_gross_millions
106.8,122,3,0,70.7,11.5,0,7,1,2,2555,46.6,65,33.6,"A group of college students discovers an ancient evil beneath an abandoned asylum. A couple on a secluded vacation discovers they are being watched. A haunted artifact passes between victims, each confronting their deepest fears. A group of college students discovers an ancient evil beneath an abandoned asylum. The avant-garde visual style creates a meditative atmosphere throughout. A family moves into a remote farmhouse where something sinister waits.",59.4
18.5,122,1,1,99.2,60.4,0,11,1,2,2038,14.4,63,23.4,The franchise returns as Intriguing twists keep the audience invested from beginning to end. A hapless roommate tries to impress a date while everything falls apart. An office worker gets tangled in a series of escalating misunderstandings. A family road trip goes hilariously wrong at every possible turn. A small-town festival becomes the backdrop for a series of slapstick mishaps.,36.6
130.4,122,1,1,14.9,143.0,0,6,1,3,2890,101.4,45,23.8,"Once again, A couple navigates the awkward world of meeting each other's parents. A sweeping score accompanies the visually stunning world-building. The story builds to a spectacular climax of epic proportions. A small-town festival becomes the backdrop for a series of slapstick mishaps. A hapless roommate tries to impress a date while everything falls apart. The story builds to a spectacular climax of epic proportions. An accidental mix-up at a high school reunion leads to comedic chaos.",84.4
31.8,115,6,0,28.3,18.1,1,11,1,3,2918,23.8,53,25.0,An operative deep undercover realizes the people she trusts are the real threat. Compelling performances anchor this entertaining and accessible film. A political cover-up unravels as key players begin to turn on each other. Compelling performances anchor this entertaining and accessible film. A cyber operative races against time to stop an imminent attack on infrastructure.,29.2
25.0,126,1,1,19.5,89.6,2,12,1,0,1904,18.2,53,39.0,The saga continues as A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. An accidental mix-up at a high school reunion leads to comedic chaos. Intriguing twists keep the audience invested from beginning to end. Compelling performances anchor this entertaining and accessible film. The film delivers an enjoyable blend of tension and emotional resonance. Intriguing twists keep the audience invested from beginning to end. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. An accidental mix-up at a high school reunion leads to comedic chaos. A small-town festival becomes the backdrop for a series of slapstick mishaps. An office worker gets tangled in a series of escalating misunderstandings.,41.8
26.4,88,1,2,16.5,100.8,0,10,0,1,2019,7.9,83,39.5,"In the latest installment, A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A group of misfit friends accidentally ruins the most important wedding of the year. Two rival neighbors compete in an absurd contest that spirals out of control. An office worker gets tangled in a series of escalating misunderstandings. Strong character development elevates the story above familiar territory. A group of misfit friends accidentally ruins the most important wedding of the year. An accidental mix-up at a high school reunion leads to comedic chaos. The engaging story balances humor and heart with well-crafted pacing. The film delivers an enjoyable blend of tension and emotional resonance.",46.2
16.9,76,2,0,310.1,36.8,0,8,0,0,1972,8.0,66,56.4,The avant-garde visual style creates a meditative atmosphere throughout. The quiet dissolution of a marriage is examined from both perspectives. A survivor returns to a small town to face the trauma of the past. An artist must choose between personal ambition and the people who depend on her. The quiet dissolution of a marriage is examined from both perspectives. The experimental narrative challenges conventional storytelling in subtle ways. A survivor returns to a small town to face the trauma of the past. The quiet dissolution of a marriage is examined from both perspectives. Understated performances convey deep emotion through restraint and silence.,26.7
168.0,112,2,0,119.0,17.1,0,6,1,3,3206,129.0,57,22.0,A couple grapples with a devastating diagnosis that changes everything. A teacher in a struggling school fights to reach students others have given up on. The globe-spanning adventure takes audiences on a monumental journey. The quiet dissolution of a marriage is examined from both perspectives. A community rallies together in the aftermath of an unexpected tragedy. The story builds to a spectacular climax of epic proportions. The quiet dissolution of a marriage is examined from both perspectives. A couple grapples with a devastating diagnosis that changes everything.,84.6
84.3,113,3,1,53.2,23.1,1,7,1,3,2816,49.9,56,36.3,"The saga continues as A student conducting research in a remote cabin awakens something underground. An investigator probing mysterious disappearances becomes the next target. A couple on a secluded vacation discovers they are being watched. A group of college students discovers an ancient evil beneath an abandoned asylum. The story builds to a spectacular climax of epic proportions. A haunted artifact passes between victims, each confronting their deepest fears. The stakes are enormous, and the payoff is nothing short of spectacular.",81.7
112.6,131,1,0,12.7,16.6,1,6,1,0,3356,74.0,96,20.1,"A hapless roommate tries to impress a date while everything falls apart. The story builds to a spectacular climax of epic proportions. The globe-spanning adventure takes audiences on a monumental journey. Two rival neighbors compete in an absurd contest that spirals out of control. A group of misfit friends accidentally ruins the most important wedding of the year. The stakes are enormous, and the payoff is nothing short of spectacular. The globe-spanning adventure takes audiences on a monumental journey. A hapless roommate tries to impress a date while everything falls apart. An accidental mix-up at a high school reunion leads to comedic chaos.",74.3
258.5,108,1,1,289.7,57.0,1,12,1,2,4215,106.0,22,37.4,"In the latest installment, A family road trip goes hilariously wrong at every possible turn. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A sweeping score accompanies the visually stunning world-building. The stakes are enormous, and the payoff is nothing short of spectacular. A hapless roommate tries to impress a date while everything falls apart.",243.6
50.2,107,1,2,220.4,500.0,2,12,1,2,1521,16.1,49,45.3,"Returning for another chapter, A hapless roommate tries to impress a date while everything falls apart. An office worker gets tangled in a series of escalating misunderstandings. An accidental mix-up at a high school reunion leads to comedic chaos. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A couple navigates the awkward world of meeting each other's parents. Two rival neighbors compete in an absurd contest that spirals out of control. The globe-spanning adventure takes audiences on a monumental journey. A group of misfit friends accidentally ruins the most important wedding of the year.",55.6
9.3,78,4,2,11.1,9.5,1,7,1,3,1587,3.4,60,73.6,"Once again, Understated performances convey deep emotion through restraint and silence. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. The experimental narrative challenges conventional storytelling in subtle ways. A quantum physicist accidentally opens a gateway to an alternate timeline. Understated performances convey deep emotion through restraint and silence. In a dystopian future, an android questions the nature of its own existence. A scientist races to prevent a catastrophic experiment from unraveling reality. The avant-garde visual style creates a meditative atmosphere throughout. An intimate character study unfolds at a contemplative and deliberate pace. A space station crew faces a mysterious threat that picks them off one by one.",27.3
144.4,91,6,1,99.3,19.1,1,12,1,2,2680,56.9,60,14.2,"Once again, Massive action sequences and explosive confrontations define this blockbuster spectacle. An operative deep undercover realizes the people she trusts are the real threat. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A journalist investigating a corporate scandal becomes a target of powerful forces. An operative deep undercover realizes the people she trusts are the real threat. An analyst stumbles upon evidence of a conspiracy that could topple the government. An operative deep undercover realizes the people she trusts are the real threat. The story builds to a spectacular climax of epic proportions.",87.9
117.4,140,3,0,11.9,26.0,1,12,1,3,2463,89.0,89,35.4,"The stakes are enormous, and the payoff is nothing short of spectacular. An investigator probing mysterious disappearances becomes the next target. Massive action sequences and explosive confrontations define this blockbuster spectacle. Residents of a quiet suburb realize their neighbors are not what they seem. The globe-spanning adventure takes audiences on a monumental journey.",91.6
44.8,109,6,0,93.7,6.0,1,5,0,2,2690,26.4,34,66.7,"An analyst stumbles upon evidence of a conspiracy that could topple the government. A sweeping score accompanies the visually stunning world-building. A cyber operative races against time to stop an imminent attack on infrastructure. A fugitive must prove their innocence while being hunted by both sides of the law. Massive action sequences and explosive confrontations define this blockbuster spectacle. A witness to a crime is drawn into the criminal underworld's most dangerous game. The stakes are enormous, and the payoff is nothing short of spectacular.",52.4
10.6,133,3,0,15.2,168.7,2,4,0,3,2363,4.2,71,36.1,Strange occurrences in a cursed village point to a terrifying supernatural force. A raw and unflinching look at ordinary life in extraordinary circumstances. Understated performances convey deep emotion through restraint and silence. An intimate character study unfolds at a contemplative and deliberate pace. Understated performances convey deep emotion through restraint and silence. The experimental narrative challenges conventional storytelling in subtle ways. Residents of a quiet suburb realize their neighbors are not what they seem. Understated performances convey deep emotion through restraint and silence.,12.5
33.9,99,3,1,40.0,30.2,1,7,1,2,2670,22.1,64,123.5,The saga continues as An investigator probing mysterious disappearances becomes the next target. The story builds to a spectacular climax of epic proportions. A student conducting research in a remote cabin awakens something underground. The globe-spanning adventure takes audiences on a monumental journey. Massive action sequences and explosive confrontations define this blockbuster spectacle. Residents of a quiet suburb realize their neighbors are not what they seem.,51.0
30.9,132,2,0,15.4,195.6,0,7,1,3,2576,24.3,62,86.0,A family confronts long-buried secrets that threaten to tear them apart. The quiet dissolution of a marriage is examined from both perspectives. A couple grapples with a devastating diagnosis that changes everything. The film delivers an enjoyable blend of tension and emotional resonance. A family confronts long-buried secrets that threaten to tear them apart. Strong character development elevates the story above familiar territory. An artist must choose between personal ambition and the people who depend on her. A family confronts long-buried secrets that threaten to tear them apart. The engaging story balances humor and heart with well-crafted pacing. The quiet dissolution of a marriage is examined from both perspectives.,43.1
26.7,106,1,1,63.4,40.9,1,12,1,2,2122,19.4,63,108.5,The saga continues as A family road trip goes hilariously wrong at every possible turn. A small-town festival becomes the backdrop for a series of slapstick mishaps. The engaging story balances humor and heart with well-crafted pacing. A family road trip goes hilariously wrong at every possible turn. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Two rival neighbors compete in an absurd contest that spirals out of control. A group of misfit friends accidentally ruins the most important wedding of the year. Two rival neighbors compete in an absurd contest that spirals out of control. A hapless roommate tries to impress a date while everything falls apart.,30.5
85.7,109,6,1,66.8,14.1,1,12,1,2,3140,27.5,34,23.0,"The franchise returns as A detective uncovers a web of corruption that reaches the highest levels of power. The stakes are enormous, and the payoff is nothing short of spectacular. A journalist investigating a corporate scandal becomes a target of powerful forces. The stakes are enormous, and the payoff is nothing short of spectacular.",61.5
99.9,144,5,1,11.1,3.2,0,12,1,2,3651,37.5,44,29.1,The saga continues as A lost animal travels across a colorful world to find its way back home. An imaginative child brings a fantastical world to life and must defend it. The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. A plucky creature discovers it has a special destiny to restore balance to the realm.,45.2
18.4,162,0,1,18.5,12.4,1,12,1,3,1507,12.5,39,25.2,The saga continues as Strong character development elevates the story above familiar territory. A battle-hardened warrior leads a desperate mission into enemy territory. The engaging story balances humor and heart with well-crafted pacing. The film delivers an enjoyable blend of tension and emotional resonance. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Strong character development elevates the story above familiar territory. A former soldier is pulled back into action when an old enemy resurfaces. Explosive combat sequences unfold across a post-apocalyptic wasteland.,31.0
32.3,78,3,1,55.2,78.7,1,10,0,3,1927,10.8,68,39.5,"Once again, A family moves into a remote farmhouse where something sinister waits. Strange occurrences in a cursed village point to a terrifying supernatural force. A group of college students discovers an ancient evil beneath an abandoned asylum. An investigator probing mysterious disappearances becomes the next target. Strong character development elevates the story above familiar territory.",36.9
13.4,77,5,1,127.7,11.6,2,3,0,0,3075,6.4,70,18.2,"Once again, The film delivers an enjoyable blend of tension and emotional resonance. A group of toys comes to life and must protect their owner from a shadowy villain. Strong character development elevates the story above familiar territory. A lost animal travels across a colorful world to find its way back home. A young hero embarks on a magical quest to save an enchanted kingdom. Unlikely friends from different worlds team up to defeat a powerful sorcerer. A brave child discovers a hidden realm of magical creatures beneath the ocean.",31.1
4.6,123,3,0,20.5,73.7,1,11,1,0,2362,3.5,55,4.2,"A student conducting research in a remote cabin awakens something underground. Strange occurrences in a cursed village point to a terrifying supernatural force. The quiet, introspective approach emphasizes mood over spectacle. The experimental narrative challenges conventional storytelling in subtle ways. A group of college students discovers an ancient evil beneath an abandoned asylum. A raw and unflinching look at ordinary life in extraordinary circumstances. A family moves into a remote farmhouse where something sinister waits. An investigator probing mysterious disappearances becomes the next target. A couple on a secluded vacation discovers they are being watched.",14.4
33.0,117,7,1,180.1,96.7,0,4,0,2,2162,25.4,39,61.5,The saga continues as Understated performances convey deep emotion through restraint and silence. Two strangers fall in love during an unexpected summer on the coast. Understated performances convey deep emotion through restraint and silence. A raw and unflinching look at ordinary life in extraordinary circumstances. The experimental narrative challenges conventional storytelling in subtle ways. Neighbors in a charming apartment building find romance through shared misadventures. The avant-garde visual style creates a meditative atmosphere throughout.,25.1
83.7,138,4,1,70.7,21.8,2,6,1,2,2829,49.7,36,22.7,"The saga continues as A scientist races to prevent a catastrophic experiment from unraveling reality. A space station crew faces a mysterious threat that picks them off one by one. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. The stakes are enormous, and the payoff is nothing short of spectacular.",55.5
88.8,88,1,0,18.1,13.1,1,11,1,1,2071,62.2,50,19.9,An accidental mix-up at a high school reunion leads to comedic chaos. Breathtaking visual effects and thrilling set pieces drive the narrative forward. The story builds to a spectacular climax of epic proportions. The globe-spanning adventure takes audiences on a monumental journey. A hapless roommate tries to impress a date while everything falls apart. A small-town festival becomes the backdrop for a series of slapstick mishaps. An office worker gets tangled in a series of escalating misunderstandings. A family road trip goes hilariously wrong at every possible turn.,51.5
84.8,105,0,0,77.1,35.9,0,3,0,1,3831,62.1,53,18.8,A former soldier is pulled back into action when an old enemy resurfaces. Compelling performances anchor this entertaining and accessible film. Explosive combat sequences unfold across a post-apocalyptic wasteland. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Intriguing twists keep the audience invested from beginning to end. A former soldier is pulled back into action when an old enemy resurfaces. A squad of fighters defends a besieged city against overwhelming forces. An elite special forces team is deployed to neutralize a growing threat. The film delivers an enjoyable blend of tension and emotional resonance. Intriguing twists keep the audience invested from beginning to end.,45.9
52.1,115,0,0,31.9,39.3,1,11,1,2,2936,23.3,54,37.4,"The stakes are enormous, and the payoff is nothing short of spectacular. Massive action sequences and explosive confrontations define this blockbuster spectacle. The story builds to a spectacular climax of epic proportions. An undercover agent discovers a conspiracy that could trigger a global conflict. An elite special forces team is deployed to neutralize a growing threat. A battle-hardened warrior leads a desperate mission into enemy territory.",65.0
66.1,110,3,1,7.8,300.3,1,7,1,3,2422,42.0,59,27.5,"The franchise returns as A sweeping score accompanies the visually stunning world-building. Breathtaking visual effects and thrilling set pieces drive the narrative forward. A student conducting research in a remote cabin awakens something underground. A group of college students discovers an ancient evil beneath an abandoned asylum. A couple on a secluded vacation discovers they are being watched. A student conducting research in a remote cabin awakens something underground. Massive action sequences and explosive confrontations define this blockbuster spectacle. A haunted artifact passes between victims, each confronting their deepest fears.",80.2
32.8,134,2,1,19.5,39.8,0,3,0,2,2138,20.9,83,38.6,The saga continues as An artist must choose between personal ambition and the people who depend on her. A sweeping score accompanies the visually stunning world-building. An immigrant family navigates the challenges of building a new life. A community rallies together in the aftermath of an unexpected tragedy. A couple grapples with a devastating diagnosis that changes everything. An artist must choose between personal ambition and the people who depend on her.,48.9
12.1,122,2,0,18.6,82.1,1,4,0,2,1669,6.6,59,116.9,A survivor returns to a small town to face the trauma of the past. A family confronts long-buried secrets that threaten to tear them apart. An immigrant family navigates the challenges of building a new life. The quiet dissolution of a marriage is examined from both perspectives. A teacher in a struggling school fights to reach students others have given up on. The quiet dissolution of a marriage is examined from both perspectives.,14.4
60.1,108,1,0,16.6,12.5,0,12,1,2,2189,44.9,39,100.9,"The stakes are enormous, and the payoff is nothing short of spectacular. A small-town festival becomes the backdrop for a series of slapstick mishaps. The globe-spanning adventure takes audiences on a monumental journey. An office worker gets tangled in a series of escalating misunderstandings. The globe-spanning adventure takes audiences on a monumental journey. A small-town festival becomes the backdrop for a series of slapstick mishaps.",54.1
16.0,88,2,0,66.5,12.5,1,6,1,2,2442,11.5,58,150.7,A teacher in a struggling school fights to reach students others have given up on. Intriguing twists keep the audience invested from beginning to end. The quiet dissolution of a marriage is examined from both perspectives. The engaging story balances humor and heart with well-crafted pacing. The quiet dissolution of a marriage is examined from both perspectives. An artist must choose between personal ambition and the people who depend on her. Strong character development elevates the story above familiar territory. A couple grapples with a devastating diagnosis that changes everything. Compelling performances anchor this entertaining and accessible film. An immigrant family navigates the challenges of building a new life.,30.2
34.9,112,1,1,7.9,6.9,0,5,0,3,2264,17.9,17,16.7,"Once again, An office worker gets tangled in a series of escalating misunderstandings. A group of misfit friends accidentally ruins the most important wedding of the year. The quiet, introspective approach emphasizes mood over spectacle. A raw and unflinching look at ordinary life in extraordinary circumstances. An intimate character study unfolds at a contemplative and deliberate pace. The experimental narrative challenges conventional storytelling in subtle ways. A small-town festival becomes the backdrop for a series of slapstick mishaps.",23.9
26.6,98,1,2,20.8,7.6,2,8,0,1,2205,11.2,37,49.3,The franchise returns as A couple navigates the awkward world of meeting each other's parents. An accidental mix-up at a high school reunion leads to comedic chaos. Two rival neighbors compete in an absurd contest that spirals out of control. The experimental narrative challenges conventional storytelling in subtle ways. A group of misfit friends accidentally ruins the most important wedding of the year. Two rival neighbors compete in an absurd contest that spirals out of control. A group of misfit friends accidentally ruins the most important wedding of the year. The avant-garde visual style creates a meditative atmosphere throughout. A group of misfit friends accidentally ruins the most important wedding of the year.,16.5
49.3,138,7,2,36.9,6.5,1,2,0,0,2705,22.7,63,25.5,The franchise returns as Childhood friends rediscover each other years later in a small seaside village. The film delivers an enjoyable blend of tension and emotional resonance. Neighbors in a charming apartment building find romance through shared misadventures. Childhood friends rediscover each other years later in a small seaside village. Intriguing twists keep the audience invested from beginning to end. Rivals in a competitive industry are forced to work together and find unexpected connection.,34.2
32.4,96,6,0,303.4,85.1,1,1,0,1,2865,13.6,47,127.2,A political cover-up unravels as key players begin to turn on each other. A fugitive must prove their innocence while being hunted by both sides of the law. A witness to a crime is drawn into the criminal underworld's most dangerous game. A cyber operative races against time to stop an imminent attack on infrastructure. Breathtaking visual effects and thrilling set pieces drive the narrative forward.,50.0
88.5,116,2,2,31.2,8.1,2,11,1,2,2981,53.4,73,23.5,"Returning for another chapter, A family confronts long-buried secrets that threaten to tear them apart. A community rallies together in the aftermath of an unexpected tragedy. The quiet dissolution of a marriage is examined from both perspectives. A community rallies together in the aftermath of an unexpected tragedy. The story builds to a spectacular climax of epic proportions. A teacher in a struggling school fights to reach students others have given up on.",65.1
7.9,84,7,0,49.7,18.5,2,6,1,0,2770,5.7,38,65.3,Two strangers fall in love during an unexpected summer on the coast. Understated performances convey deep emotion through restraint and silence. Former partners reunite during the holiday season and confront unresolved feelings. The experimental narrative challenges conventional storytelling in subtle ways. Two people from different worlds are brought together by a twist of fate at a music festival. Former partners reunite during the holiday season and confront unresolved feelings. Childhood friends rediscover each other years later in a small seaside village.,10.9
23.2,120,7,1,82.6,5.0,1,1,0,3,2375,14.8,44,73.8,"Returning for another chapter, A chance encounter at a Paris bookshop changes two lives forever. Neighbors in a charming apartment building find romance through shared misadventures. Compelling performances anchor this entertaining and accessible film. Strong character development elevates the story above familiar territory. The film delivers an enjoyable blend of tension and emotional resonance. Strong character development elevates the story above familiar territory. Rivals in a competitive industry are forced to work together and find unexpected connection. A couple separated by circumstance must decide if love is worth the distance. The engaging story balances humor and heart with well-crafted pacing.",34.0
28.3,128,5,0,50.6,49.0,1,1,0,3,2552,16.3,22,28.1,Unlikely friends from different worlds team up to defeat a powerful sorcerer. The film delivers an enjoyable blend of tension and emotional resonance. A young hero embarks on a magical quest to save an enchanted kingdom. The film delivers an enjoyable blend of tension and emotional resonance. The engaging story balances humor and heart with well-crafted pacing. Strong character development elevates the story above familiar territory. The engaging story balances humor and heart with well-crafted pacing. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion.,32.8
49.0,86,2,0,30.4,64.9,1,10,0,0,2445,18.8,17,2.1,An artist must choose between personal ambition and the people who depend on her. A couple grapples with a devastating diagnosis that changes everything. An immigrant family navigates the challenges of building a new life. A survivor returns to a small town to face the trauma of the past. An immigrant family navigates the challenges of building a new life. The experimental narrative challenges conventional storytelling in subtle ways. A family confronts long-buried secrets that threaten to tear them apart. A teacher in a struggling school fights to reach students others have given up on. A couple grapples with a devastating diagnosis that changes everything.,21.8
1.8,115,0,0,33.0,12.1,0,1,0,0,2430,0.7,87,46.2,"Explosive combat sequences unfold across a post-apocalyptic wasteland. A squad of fighters defends a besieged city against overwhelming forces. The quiet, introspective approach emphasizes mood over spectacle. A rogue operative pursues a weapons dealer across three continents. Explosive combat sequences unfold across a post-apocalyptic wasteland. A rogue operative pursues a weapons dealer across three continents. The quiet, introspective approach emphasizes mood over spectacle. The experimental narrative challenges conventional storytelling in subtle ways.",13.5
44.4,130,1,0,12.9,109.8,1,1,0,3,3034,20.5,44,32.2,An office worker gets tangled in a series of escalating misunderstandings. Compelling performances anchor this entertaining and accessible film. Intriguing twists keep the audience invested from beginning to end. A hapless roommate tries to impress a date while everything falls apart. A thoughtful narrative rewards audiences with a satisfying and heartwarming conclusion. Two rival neighbors compete in an absurd contest that spirals out of control. A hapless roommate tries to impress a date while everything falls apart. Intriguing twists keep the audience invested from beginning to end.,39.2
30.5,119,5,0,27.2,49.1,0,10,0,3,1862,10.8,95,57.4,A group of toys comes to life and must protect their owner from a shadowy villain. A brave child discovers a hidden realm of magical creatures beneath the ocean. The engaging story balances humor and heart with well-crafted pacing. Intriguing twists keep the audience invested from beginning to end. Strong character development elevates the story above familiar territory. A plucky creature discovers it has a special destiny to restore balance to the realm.,40.6
66.6,91,4,0,328.1,22.6,1,6,1,2,3806,49.8,31,121.6,"A sweeping score accompanies the visually stunning world-building. A quantum physicist accidentally opens a gateway to an alternate timeline. The globe-spanning adventure takes audiences on a monumental journey. Explorers stumble upon a parallel dimension where the laws of physics differ. In a dystopian future, an android questions the nature of its own existence. A space station crew faces a mysterious threat that picks them off one by one. Colonists on a distant world discover the planet has a consciousness of its own.",56.1
34.3,102,3,0,33.4,1.3,0,12,1,2,2191,18.6,74,6.9,"A raw and unflinching look at ordinary life in extraordinary circumstances. A group of college students discovers an ancient evil beneath an abandoned asylum. A student conducting research in a remote cabin awakens something underground. Strange occurrences in a cursed village point to a terrifying supernatural force. A group of college students discovers an ancient evil beneath an abandoned asylum. The quiet, introspective approach emphasizes mood over spectacle. A family moves into a remote farmhouse where something sinister waits. Strange occurrences in a cursed village point to a terrifying supernatural force.",27.7
6.4,146,7,0,23.2,3.4,1,6,1,3,1645,4.9,68,23.2,A couple separated by circumstance must decide if love is worth the distance. Understated performances convey deep emotion through restraint and silence. Neighbors in a charming apartment building find romance through shared misadventures. Childhood friends rediscover each other years later in a small seaside village. Two strangers fall in love during an unexpected summer on the coast. Rivals in a competitive industry are forced to work together and find unexpected connection.,12.2
167.3,75,0,1,19.5,87.6,1,10,0,3,3934,126.0,79,69.0,"Returning for another chapter, The globe-spanning adventure takes audiences on a monumental journey. The story builds to a spectacular climax of epic proportions. A sweeping score accompanies the visually stunning world-building. The story builds to a spectacular climax of epic proportions. A former soldier is pulled back into action when an old enemy resurfaces.",146.0
48.2,122,0,2,174.1,51.9,2,7,1,3,2537,22.0,40,15.8,"In the latest installment, The story builds to a spectacular climax of epic proportions. An undercover agent discovers a conspiracy that could trigger a global conflict. The globe-spanning adventure takes audiences on a monumental journey. An elite special forces team is deployed to neutralize a growing threat. Massive action sequences and explosive confrontations define this blockbuster spectacle. A rogue operative pursues a weapons dealer across three continents. The story builds to a spectacular climax of epic proportions. A sweeping score accompanies the visually stunning world-building. The story builds to a spectacular climax of epic proportions. A battle-hardened warrior leads a desperate mission into enemy territory.",93.0
34.0,138,5,0,39.0,4.6,2,2,0,2,2457,25.5,67,7.8,A brave child discovers a hidden realm of magical creatures beneath the ocean. A plucky creature discovers it has a special destiny to restore balance to the realm. Unlikely friends from different worlds team up to defeat a powerful sorcerer. The engaging story balances humor and heart with well-crafted pacing. Compelling performances anchor this entertaining and accessible film.,41.2
14.7,89,0,0,111.6,4.1,0,2,0,1,2092,8.4,29,66.1,"Explosive combat sequences unfold across a post-apocalyptic wasteland. A battle-hardened warrior leads a desperate mission into enemy territory. The hero must fight through waves of adversaries to reach the stronghold. A battle-hardened warrior leads a desperate mission into enemy territory. The quiet, introspective approach emphasizes mood over spectacle. A raw and unflinching look at ordinary life in extraordinary circumstances. A rogue operative pursues a weapons dealer across three continents.",18.1
13.4,111,2,1,21.8,9.2,0,6,1,2,2541,5.0,82,95.3,"The franchise returns as A teacher in a struggling school fights to reach students others have given up on. An immigrant family navigates the challenges of building a new life. The quiet, introspective approach emphasizes mood over spectacle. The quiet dissolution of a marriage is examined from both perspectives. Understated performances convey deep emotion through restraint and silence. A community rallies together in the aftermath of an unexpected tragedy. The experimental narrative challenges conventional storytelling in subtle ways. An immigrant family navigates the challenges of building a new life. An artist must choose between personal ambition and the people who depend on her. An intimate character study unfolds at a contemplative and deliberate pace.",20.2
8.8,127,4,0,17.3,11.7,1,5,0,0,2605,3.6,27,50.5,"The avant-garde visual style creates a meditative atmosphere throughout. In a dystopian future, an android questions the nature of its own existence. The experimental narrative challenges conventional storytelling in subtle ways. A space station crew faces a mysterious threat that picks them off one by one. Understated performances convey deep emotion through restraint and silence. An intimate character study unfolds at a contemplative and deliberate pace. In a dystopian future, an android questions the nature of its own existence. Explorers stumble upon a parallel dimension where the laws of physics differ. The quiet, introspective approach emphasizes mood over spectacle.",13.5
62.2,149,3,2,29.1,35.3,1,11,1,3,2140,46.4,61,12.6,"In the latest installment, A student conducting research in a remote cabin awakens something underground. A couple on a secluded vacation discovers they are being watched. Massive action sequences and explosive confrontations define this blockbuster spectacle. The stakes are enormous, and the payoff is nothing short of spectacular. Massive action sequences and explosive confrontations define this blockbuster spectacle.",67.2
31.3,131,7,0,104.7,49.7,0,6,1,2,2468,23.8,43,40.1,The film delivers an enjoyable blend of tension and emotional resonance. Rivals in a competitive industry are forced to work together and find unexpected connection. Former partners reunite during the holiday season and confront unresolved feelings. Two strangers fall in love during an unexpected summer on the coast. The film delivers an enjoyable blend of tension and emotional resonance.,37.2
18.7,133,6,0,168.0,29.4,1,11,1,1,2287,9.4,85,42.7,A cyber operative races against time to stop an imminent attack on infrastructure. The experimental narrative challenges conventional storytelling in subtle ways. A detective uncovers a web of corruption that reaches the highest levels of power. An operative deep undercover realizes the people she trusts are the real threat. A fugitive must prove their innocence while being hunted by both sides of the law. The experimental narrative challenges conventional storytelling in subtle ways. A political cover-up unravels as key players begin to turn on each other. A witness to a crime is drawn into the criminal underworld's most dangerous game. The experimental narrative challenges conventional storytelling in subtle ways.,25.2
66.8,93,7,0,93.1,38.4,0,7,1,1,3032,52.7,16,28.6,"A couple separated by circumstance must decide if love is worth the distance. The stakes are enormous, and the payoff is nothing short of spectacular. A couple separated by circumstance must decide if love is worth the distance. The globe-spanning adventure takes audiences on a monumental journey.",84.5
8.5,79,3,0,30.7,4.0,1,4,0,2,2675,5.4,87,18.8,A student conducting research in a remote cabin awakens something underground. The avant-garde visual style creates a meditative atmosphere throughout. A couple on a secluded vacation discovers they are being watched. Residents of a quiet suburb realize their neighbors are not what they seem. The avant-garde visual style creates a meditative atmosphere throughout. Strange occurrences in a cursed village point to a terrifying supernatural force. A couple on a secluded vacation discovers they are being watched. A raw and unflinching look at ordinary life in extraordinary circumstances.,12.4
300.0,124,4,0,196.5,19.1,1,2,0,3,4440,192.0,72,58.2,"A scientist races to prevent a catastrophic experiment from unraveling reality. The story builds to a spectacular climax of epic proportions. A quantum physicist accidentally opens a gateway to an alternate timeline. The story builds to a spectacular climax of epic proportions. The stakes are enormous, and the payoff is nothing short of spectacular. Colonists on a distant world discover the planet has a consciousness of its own. In a dystopian future, an android questions the nature of its own existence. The globe-spanning adventure takes audiences on a monumental journey. An astronaut stranded on an alien world must find a way to survive and return home.",128.8
42.2,97,4,0,61.5,38.5,2,6,1,1,2630,25.0,81,12.9,"In a dystopian future, an android questions the nature of its own existence. A space station crew faces a mysterious threat that picks them off one by one. A crew aboard a deep-space vessel encounters an alien signal that defies explanation. In a dystopian future, an android questions the nature of its own existence. The engaging story balances humor and heart with well-crafted pacing. Strong character development elevates the story above familiar territory.",38.3
