product_type,company_size,prior_complaints_against_company,consumer_age_bracket,state_regulatory_strictness,days_since_incident,monetary_loss_reported,company_response_time_days,previously_disputed,is_repeat_complaint,submission_channel,complaint_narrative,severity
4,1,5,4,1,10,7053.53,11.0,1,0,0,I am reporting discriminatory pricing that has caused ongoing harm that will continue without regulatory intervention. Evidence suggests elder financial abuse across an entire class of vulnerable account holders. I am reporting deceptive lending that has caused devastating financial consequences for dozens of families. This appears to be a case of discriminatory pricing that affects hundreds of affected consumers in my community. I am reporting unfair debt collection that has caused ongoing harm that will continue without regulatory intervention. My account number ends in 2210. I am submitting this complaint through the regulatory portal.,Critical
3,0,1,4,5,4,7.14,3.1,0,0,0,The unfair debt collection I experienced appears to be not an isolated incident but a deliberate business strategy. This appears to be a case of abusive account practices that affects an entire class of vulnerable account holders. The company's knowing violation of cease-and-desist orders constitutes a violation of the Fair Credit Reporting Act. I am reporting abusive account practices that has caused a pattern of losses totaling millions of dollars.,Low
5,0,5,2,5,8,79.83,16.7,0,1,1,The predatory servicing I experienced appears to be indicative of a company-wide compliance failure. The company's knowing violation of cease-and-desist orders constitutes a violation of UDAAP provisions under Dodd-Frank. I am filing this complaint under the Equal Credit Opportunity Act due to repeated targeting of protected classes. The deceptive lending I experienced appears to be consistent with previous enforcement actions against this company.,Medium
0,1,7,4,2,35,425.24,8.6,0,0,3,"My bank account account shows an incorrect late fee and customer service has been unhelpful. I found an unauthorized charge of $200 on my personal loan. Despite multiple attempts, I cannot get a clear answer about my loan terms. I was charged an annual fee that I believe was applied incorrectly. I would appreciate a prompt response to this matter. I am submitting this complaint through the consumer portal.",Medium
4,1,0,1,5,106,31.94,5.4,0,0,1,I have a question about the fee structure related to my account. I noticed a slight overcharge on my recent bank account statement. Could someone explain the my interest rate associated with my credit card? There was a duplicate line item that I would like to understand better. I am submitting this complaint through the regulatory portal. I would appreciate a prompt response to this matter.,Low
1,0,1,4,4,120,57.44,7.1,1,0,1,I have a question about the rewards program related to my account. I received a fee schedule and the balance seems incorrect. Could someone explain the my interest rate associated with my checking account? I was confused by a duplicate line item on my last billing cycle. I noticed a delayed statement on my recent credit card statement. I am submitting this complaint through the regulatory portal.,Low
1,2,6,2,2,114,23.42,28.9,0,0,3,I was charged an annual fee that I believe was applied incorrectly. I have called four times to resolve a disputed charge but the problem persists. The company provided incomplete information about the dispute resolution process. I found an unauthorized charge of $350 on my bank account. My account number ends in 8837. I would appreciate a prompt response to this matter.,Medium
0,2,6,0,5,14,605.25,8.0,0,0,3,I am experiencing serious damage to my creditworthiness as a result of unauthorized changes to my account terms. I received a wage garnishment notice even though the underlying debt was already resolved. I am experiencing significant financial hardship as a result of unauthorized changes to my account terms. I would appreciate a prompt response to this matter. I am submitting this complaint through the federal portal.,High
0,2,2,3,5,15,20.74,12.0,0,0,0,I have a question about overdraft protection policies related to my account. There was an unfamiliar charge of a few dollars that I would like to understand better. Could someone explain the my interest rate associated with my checking account?. My account number ends in 8837. I would appreciate a prompt response to this matter.,Low
0,0,2,2,2,51,178.5,22.6,0,0,3,"Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called four times to resolve an incorrect late fee but the problem persists. My bank account account shows an incorrect late fee and customer service has been unhelpful. I have called multiple times to resolve an inaccurate balance but the problem persists. I would appreciate a prompt response to this matter. I am submitting this complaint through the consumer portal.",Medium
5,0,0,4,3,6,53.5,12.1,0,0,1,I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I have a question about the rewards program related to my account. A small minor fee appeared on my account and I need clarification. I noticed a delayed statement on my recent bank account statement. I would appreciate a prompt response to this matter. My account number ends in 8837.,Low
2,2,5,0,3,22,18124.96,18.1,1,0,3,This appears to be a case of unfair debt collection that affects numerous borrowers who have filed similar complaints. The predatory servicing I experienced appears to be not an isolated incident but a deliberate business strategy. I am filing this complaint under UDAAP provisions under Dodd-Frank due to systematic refusal to provide required disclosures. I am reporting unfair debt collection that has caused irreparable harm to the credit histories of vulnerable consumers. My account number ends in 9954. I would appreciate a prompt response to this matter.,Critical
4,2,11,4,2,9,2440.22,34.4,1,0,3,I believe the company engaged in systematic consumer fraud targeting minority borrowers in underserved areas. This appears to be a case of deceptive lending that affects numerous borrowers who have filed similar complaints. I believe the company engaged in deliberate regulatory violations targeting service members deployed overseas. I am filing this complaint under the Truth in Lending Act due to repeated targeting of protected classes. I am reporting predatory servicing that has caused a pattern of losses totaling millions of dollars. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Critical
5,1,2,4,1,278,65.54,19.2,0,0,0,There was a small billing discrepancy that I would like to understand better. A small delayed statement appeared on my account and I need clarification. I was confused by a delayed statement on my last billing cycle. I am submitting this complaint through the regulatory portal.,Low
3,0,2,2,5,63,137.6,29.5,0,1,2,"I have called several times to resolve an inaccurate balance but the problem persists. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I was charged a service charge that I believe was applied incorrectly. I found an unauthorized charge of $89 on my credit card. My bank account account shows an incorrect late fee and customer service has been unhelpful. I have attached supporting documentation for your review. I am submitting this complaint through the federal portal.",Medium
2,2,2,1,5,65,138.38,2.9,0,0,1,A small slight overcharge appeared on my account and I need clarification. I noticed a small billing discrepancy on my recent savings account statement. There was a formatting error that I would like to understand better. I have a question about the rewards program related to my account. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,Low
5,2,0,2,5,3,28.88,3.7,0,0,1,"I was charged an annual fee that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about the penalty structure. My credit card account shows a wrongful penalty and customer service has been unhelpful. I was charged an annual fee that I believe was applied incorrectly. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.",Medium
1,1,1,2,1,8,1237.39,13.0,0,0,0,The company froze my account despite my repeated objections. My credit score has been severely damaged due to the company's failure to process my payment correctly. I received a foreclosure notice even though I have made every payment on time. I suspect systematic billing manipulation involving my mortgage account. The company froze my account despite my repeated objections. I have attached supporting documentation for your review. I am submitting this complaint through the federal portal.,High
5,1,7,4,4,30,24834.9,16.7,1,1,0,This appears to be a case of abusive account practices that affects an entire class of vulnerable account holders. I am filing this complaint under the Truth in Lending Act due to deliberate falsification of account records. This appears to be a case of unfair debt collection that affects an entire class of vulnerable account holders. I believe the company engaged in discriminatory lending practices targeting non-English-speaking immigrants. I am filing this complaint under UDAAP provisions under Dodd-Frank due to repeated targeting of protected classes. I am submitting this complaint through the online portal. My account number ends in 9954.,Critical
5,1,1,1,5,9,100.27,1.5,0,0,2,A trivial formatting error appeared on my account and I need clarification. I received a monthly statement and the fee description seems incorrect. There was a slight overcharge that I would like to understand better. I received a fee schedule and the balance seems incorrect. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,Low
3,1,2,3,4,14,217.25,4.2,0,1,2,I was charged a service charge that I believe was applied incorrectly. I have called several times to resolve an incorrect late fee but the problem persists. I found an unauthorized charge of $89 on my bank account. I am disputing an annual fee because I made the payment on time. My credit card account shows an inaccurate balance and customer service has been unhelpful. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,Medium
3,1,10,4,2,21,1618.08,61.9,0,1,3,The discriminatory pricing I experienced appears to be part of a broader systemic issue across the industry. I am reporting unfair debt collection that has caused devastating financial consequences for dozens of families. Evidence suggests systematic consumer fraud across a widespread pattern across multiple states. The company's systematic refusal to provide required disclosures constitutes a violation of UDAAP provisions under Dodd-Frank. This appears to be a case of discriminatory pricing that affects hundreds of affected consumers in my community. I have attached supporting documentation for your review. My account number ends in 6693.,Critical
4,2,5,0,2,7,1635.15,70.7,1,1,3,The company's systematic refusal to provide required disclosures constitutes a violation of the Fair Debt Collection Practices Act. I am filing this complaint under the Fair Debt Collection Practices Act due to knowing violation of cease-and-desist orders. I am reporting deceptive lending that has caused a pattern of losses totaling millions of dollars. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,Critical
3,1,2,4,4,79,16.25,17.6,0,0,1,I noticed an unfamiliar charge of a few dollars on my recent savings account statement. I was confused by a formatting error on my last billing cycle. Could someone explain the overdraft protection policies associated with my savings account? I received a monthly statement and the posted amount seems incorrect. There was an unfamiliar charge of a few dollars that I would like to understand better. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,Low
3,0,1,3,1,29,468.1,46.1,0,1,3,"I was charged an overdraft charge that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about the penalty structure. I found an unauthorized charge of $47 on my credit card. I have called four times to resolve an incorrect late fee but the problem persists. I found an unauthorized charge of $89 on my personal loan. I am disputing an annual fee because I was never notified of the policy change. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.",Medium
1,0,1,4,2,5,0.38,3.1,0,0,3,I have a question about my interest rate related to my account. I received an account summary and the balance seems incorrect. There was a duplicate line item that I would like to understand better. I was confused by a small billing discrepancy on my last billing cycle. I have a question about the rewards program related to my account. My account number ends in 2210. I am submitting this complaint through the consumer portal.,Low
2,2,7,0,4,32,453.11,3.1,0,1,0,"I was charged a service charge that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about my loan terms. The company provided misleading information about my loan terms. I am disputing a late fee because the terms were not clearly disclosed. I have called several times to resolve an incorrect late fee but the problem persists. The company provided contradictory information about my loan terms. I have attached supporting documentation for your review. I am submitting this complaint through the federal portal.",Medium
1,2,0,4,1,25,11.38,6.8,0,0,1,I have a question about the rewards program related to my account. A trivial duplicate line item appeared on my account and I need clarification. I noticed a minor fee on my recent credit card statement. I have a question about overdraft protection policies related to my account. I am submitting this complaint through the regulatory portal. Please investigate this issue and take appropriate action.,Low
3,1,3,4,1,82,551.09,19.2,1,0,3,I was charged a service charge that I believe was applied incorrectly. I have called several times to resolve a disputed charge but the problem persists. My credit card account shows a wrongful penalty and customer service has been unhelpful. The company provided contradictory information about my loan terms. I would appreciate a prompt response to this matter. Please investigate this issue and take appropriate action.,Medium
1,1,1,2,5,54,1360.74,17.3,1,0,1,"I have called four times to resolve a wrongful penalty but the problem persists. I found an unauthorized charge of $75 on my auto loan. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I was charged an overdraft charge that I believe was applied incorrectly. My auto loan account shows a wrongful penalty and customer service has been unhelpful. I was charged an annual fee that I believe was applied incorrectly. I am submitting this complaint through the consumer portal. My account number ends in 2210.",Medium
3,1,2,0,5,21,56.29,1.8,0,0,3,A small duplicate line item appeared on my account and I need clarification. There was a minor fee that I would like to understand better. I have a question about the fee structure related to my account. I was confused by a duplicate line item on my last billing cycle. Please investigate this issue and take appropriate action. I am submitting this complaint through the federal portal.,Low
2,2,1,4,2,1,77.37,14.4,1,1,3,"Despite multiple attempts, I cannot get a clear answer about the interest rate change. The company provided confusing information about my loan terms. I am disputing a late fee because the charge does not match my records. My auto loan account shows a disputed charge and customer service has been unhelpful. My account number ends in 3301. I would appreciate a prompt response to this matter.",Medium
0,2,4,4,1,33,824.68,17.0,0,0,3,A debt collector contacted my employer without authorization regarding a debt I do not owe. I suspect fraudulent activity involving my credit card account. The company froze my account despite my repeated objections. My credit score has been significantly harmed due to inaccurate information reported to the credit bureaus. The company froze my account despite my repeated objections. I received a wage garnishment notice even though the statute of limitations has clearly expired. I am submitting this complaint through the federal portal. My account number ends in 2210.,High
4,0,7,3,5,4,3361.42,7.3,0,0,0,The company refused to correct the error despite my repeated objections. I am experiencing significant financial hardship as a result of the company's failure to process my payment correctly. A debt collector refused to validate the alleged debt regarding a debt I do not owe. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,High
0,1,2,1,3,39,58.3,13.1,1,0,0,"I found an unauthorized charge of $47 on my bank account. I have called multiple times to resolve a wrongful penalty but the problem persists. Despite multiple attempts, I cannot get a clear answer about the interest rate change. I have called several times to resolve an inaccurate balance but the problem persists. I am submitting this complaint through the consumer portal.",Medium
0,0,4,1,4,29,288.3,6.5,1,1,3,"I was charged a service charge that I believe was applied incorrectly. The company provided misleading information about the dispute resolution process. I am disputing an overdraft charge because the terms were not clearly disclosed. Despite multiple attempts, I cannot get a clear answer about my loan terms. I would appreciate a prompt response to this matter. I have attached supporting documentation for your review.",Medium
5,2,0,1,1,64,3.94,2.4,0,0,0,I have a question about the rewards program related to my account. There was an unfamiliar charge of a few dollars that I would like to understand better. Could someone explain the the rewards program associated with my credit card? There was a slight overcharge that I would like to understand better. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,Low
0,1,7,4,5,8,3597.87,6.2,1,0,1,I received an account closure notice even though the underlying debt was already resolved. My bank account was continued reporting inaccurate information without proper notification or justification. My credit score has been significantly harmed due to the wrongful denial of my legitimate claim. I am experiencing substantial monetary losses as a result of inaccurate information reported to the credit bureaus. My credit score has been negatively affected due to inaccurate information reported to the credit bureaus. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,High
4,1,6,2,2,73,22.89,3.8,0,0,3,"I was charged an overdraft charge that I believe was applied incorrectly. The company provided confusing information about the dispute resolution process. I am disputing a late fee because I made the payment on time. My bank account account shows a wrongful penalty and customer service has been unhelpful. Despite multiple attempts, I cannot get a clear answer about my loan terms. I have called multiple times to resolve a wrongful penalty but the problem persists. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.",Medium
4,0,1,0,2,21,334.62,3.1,0,0,1,"Despite multiple attempts, I cannot get a clear answer about my loan terms. I was charged an annual fee that I believe was applied incorrectly. The company provided incomplete information about the dispute resolution process. I was charged an annual fee that I believe was applied incorrectly. My bank account account shows an incorrect late fee and customer service has been unhelpful. The company provided misleading information about the dispute resolution process. I have attached supporting documentation for your review. My account number ends in 8837.",Medium
0,2,4,1,2,77,1271.61,7.4,1,0,2,I am experiencing substantial monetary losses as a result of inaccurate information reported to the credit bureaus. I suspect unauthorized account access involving my mortgage account. A debt collector has been calling me repeatedly at all hours regarding a debt I do not owe. My credit score has been negatively affected due to inaccurate information reported to the credit bureaus. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,High
5,1,0,3,2,92,4.45,11.8,0,0,2,"Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. The company provided confusing information about the dispute resolution process. I was charged an overdraft charge that I believe was applied incorrectly. My bank account account shows a disputed charge and customer service has been unhelpful. I found an unauthorized charge of $47 on my auto loan. My personal loan account shows an inaccurate balance and customer service has been unhelpful. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.",Medium
0,2,5,3,3,9,19.49,10.2,1,0,3,I am filing this complaint under the Fair Debt Collection Practices Act due to knowing violation of cease-and-desist orders. The unfair debt collection I experienced appears to be not an isolated incident but a deliberate business strategy. The company's systematic refusal to provide required disclosures constitutes a violation of the Fair Debt Collection Practices Act. I am reporting deceptive lending that has caused ongoing harm that will continue without regulatory intervention.,Medium
1,2,7,3,5,7,7145.53,13.1,0,1,3,I am reporting deceptive lending that has caused a pattern of losses totaling millions of dollars. I believe the company engaged in deliberate regulatory violations targeting minority borrowers in underserved areas. Evidence suggests discriminatory lending practices across numerous borrowers who have filed similar complaints. I am reporting unfair debt collection that has caused a pattern of losses totaling millions of dollars. I am submitting this complaint through the regulatory portal. I would appreciate a prompt response to this matter.,Critical
1,1,9,3,1,9,33433.7,11.4,1,0,3,I believe the company engaged in deceptive loan origination practices targeting service members deployed overseas. The company's repeated targeting of protected classes constitutes a violation of UDAAP provisions under Dodd-Frank. The abusive account practices I experienced appears to be indicative of a company-wide compliance failure. I am filing this complaint under the Fair Credit Reporting Act due to repeated targeting of protected classes. The company's systematic refusal to provide required disclosures constitutes a violation of the Truth in Lending Act. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,Critical
2,0,1,2,1,15,35.57,6.8,0,0,1,I noticed a delayed statement on my recent bank account statement. I have a question about the rewards program related to my account. I noticed a slight overcharge on my recent checking account statement. I was confused by a delayed statement on my last billing cycle. There was a formatting error that I would like to understand better. I have attached supporting documentation for your review. I am submitting this complaint through the consumer portal.,Low
1,2,10,3,2,17,1361.72,15.6,1,1,3,Evidence suggests elder financial abuse across numerous borrowers who have filed similar complaints. I am filing this complaint under the Equal Credit Opportunity Act due to repeated targeting of protected classes. The discriminatory pricing I experienced appears to be indicative of a company-wide compliance failure. This appears to be a case of unfair debt collection that affects numerous borrowers who have filed similar complaints. The company's repeated targeting of protected classes constitutes a violation of the Equal Credit Opportunity Act. Please investigate this issue and take appropriate action. I am submitting this complaint through the consumer portal.,Critical
0,0,4,4,3,17,73.08,32.5,1,1,1,"Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I am disputing a late fee because the terms were not clearly disclosed. I found an unauthorized charge of $89 on my personal loan. I have called four times to resolve a disputed charge but the problem persists. I found an unauthorized charge of $47 on my personal loan. My bank account account shows an inaccurate balance and customer service has been unhelpful. I am submitting this complaint through the federal portal. I would appreciate a prompt response to this matter.",Medium
4,1,2,4,1,72,523.33,8.2,0,0,1,"I am disputing an annual fee because the terms were not clearly disclosed. I was charged a service charge that I believe was applied incorrectly. The company provided contradictory information about the interest rate change. Despite multiple attempts, I cannot get a clear answer about the penalty structure. The company provided confusing information about the dispute resolution process. I have called several times to resolve an inaccurate balance but the problem persists. Please investigate this issue and take appropriate action. My account number ends in 3301.",Medium
3,2,0,1,5,38,1.88,4.5,0,0,2,I was confused by a delayed statement on my last billing cycle. An insignificant minor fee appeared on my account and I need clarification. I received a monthly statement and the balance seems incorrect. I have attached supporting documentation for your review. My account number ends in 8837.,Low
2,1,1,4,2,77,17.82,7.6,0,0,2,I am filing this complaint under the Truth in Lending Act due to knowing violation of cease-and-desist orders. I am reporting unfair debt collection that has caused devastating financial consequences for dozens of families. The deceptive lending I experienced appears to be part of a broader systemic issue across the industry.,Low
5,2,0,1,3,30,3.61,2.6,0,0,3,Could someone explain the automatic payment settings associated with my savings account? I was confused by a small billing discrepancy on my last billing cycle. A small small billing discrepancy appeared on my account and I need clarification. I have attached supporting documentation for your review. I am submitting this complaint through the regulatory portal.,Low
2,2,0,4,4,20,18.78,15.7,0,0,0,A trivial unfamiliar charge of a few dollars appeared on my account and I need clarification. I noticed a formatting error on my recent checking account statement. I was confused by a small billing discrepancy on my last billing cycle. I received an account summary and the balance seems incorrect. My account number ends in 4521. I am submitting this complaint through the regulatory portal.,Low
5,1,0,3,1,3,139.5,2.9,0,1,0,Evidence suggests deliberate regulatory violations across a widespread pattern across multiple states. The company's systematic refusal to provide required disclosures constitutes a violation of the Equal Credit Opportunity Act. I believe the company engaged in predatory targeting of vulnerable populations targeting minority borrowers in underserved areas. The company's knowing violation of cease-and-desist orders constitutes a violation of UDAAP provisions under Dodd-Frank.,Low
4,0,2,0,3,211,172.08,10.6,0,0,3,I was confused by a delayed statement on my last billing cycle. I received an annual notice and the balance seems incorrect. Could someone explain the the rewards program associated with my checking account? I noticed a delayed statement on my recent checking account statement. I received an account summary and the balance seems incorrect. Please investigate this issue and take appropriate action. I would appreciate a prompt response to this matter.,Low
5,0,1,2,5,41,43.96,4.6,0,0,1,Could someone explain the the rewards program associated with my credit card? I received a fee schedule and the posted amount seems incorrect. I have a question about the fee structure related to my account. Could someone explain the the fee structure associated with my savings account? I have a question about my interest rate related to my account. I am submitting this complaint through the regulatory portal. My account number ends in 6693.,Low
1,1,0,1,1,47,42.62,18.9,0,0,3,A small unfamiliar charge of a few dollars appeared on my account and I need clarification. I received an account summary and the posted amount seems incorrect. I was confused by a formatting error on my last billing cycle. There was a slight overcharge that I would like to understand better. An insignificant slight overcharge appeared on my account and I need clarification. I am submitting this complaint through the consumer portal. My account number ends in 4521.,Low
0,0,6,0,3,14,3807.37,12.2,1,1,2,I received a wage garnishment notice even though I have made every payment on time. I suspect unauthorized account access involving my mortgage account. The company froze my account despite my repeated objections. My credit card was denied my application without proper notification or justification. I am experiencing substantial monetary losses as a result of the company's failure to process my payment correctly. The company froze my account despite my repeated objections. My account number ends in 2210. I would appreciate a prompt response to this matter.,High
3,2,4,0,5,59,18.39,5.2,1,0,0,"The company provided contradictory information about the interest rate change. I have called three times to resolve an inaccurate balance but the problem persists. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I found an unauthorized charge of $75 on my auto loan. I am disputing a service charge because I made the payment on time. I have attached supporting documentation for your review. I am submitting this complaint through the online portal.",Medium
3,0,5,0,3,13,1514.1,10.0,1,1,2,My student loan was continued reporting inaccurate information without proper notification or justification. I received a legal action notice even though the underlying debt was already resolved. A debt collector used threatening and abusive language regarding a debt I do not owe. I suspect identity theft involving my credit card account. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,High
5,2,8,4,3,1,1566.7,35.5,1,1,2,The company's systematic refusal to provide required disclosures constitutes a violation of the Fair Credit Reporting Act. The unfair debt collection I experienced appears to be not an isolated incident but a deliberate business strategy. I am filing this complaint under UDAAP provisions under Dodd-Frank due to knowing violation of cease-and-desist orders. I would appreciate a prompt response to this matter. My account number ends in 4521.,Critical
1,0,5,0,4,6,62.12,8.1,0,0,1,I have called several times to resolve a disputed charge but the problem persists. I found an unauthorized charge of $47 on my credit card. I have called multiple times to resolve a disputed charge but the problem persists. I found an unauthorized charge of $200 on my auto loan. I have called several times to resolve an incorrect late fee but the problem persists. My auto loan account shows an inaccurate balance and customer service has been unhelpful. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,Medium
2,2,3,2,1,41,993.89,26.6,0,1,2,My student loan was refused to correct the error without proper notification or justification. I am experiencing substantial monetary losses as a result of inaccurate information reported to the credit bureaus. My credit score has been significantly harmed due to inaccurate information reported to the credit bureaus. My student loan was refused to correct the error without proper notification or justification. I am submitting this complaint through the online portal.,High
2,0,2,4,4,223,165.92,23.2,0,0,0,A small delayed statement appeared on my account and I need clarification. There was a delayed statement that I would like to understand better. I noticed a small billing discrepancy on my recent checking account statement. I am submitting this complaint through the federal portal. Please investigate this issue and take appropriate action.,Low
1,2,3,3,4,10,156.13,17.6,0,0,3,"My personal loan account shows a disputed charge and customer service has been unhelpful. I am disputing a late fee because I made the payment on time. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I have called multiple times to resolve a disputed charge but the problem persists. My auto loan account shows a wrongful penalty and customer service has been unhelpful. My account number ends in 8837. Please investigate this issue and take appropriate action.",Medium
0,2,2,2,2,29,1176.01,14.5,0,0,3,"I found an unauthorized charge of $200 on my bank account. Despite multiple attempts, I cannot get a clear answer about my loan terms. I have called several times to resolve an inaccurate balance but the problem persists. I found an unauthorized charge of $200 on my credit card. I was charged an annual fee that I believe was applied incorrectly. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. I am submitting this complaint through the consumer portal. I have attached supporting documentation for your review.",Medium
5,0,3,4,2,6,1897.19,5.4,1,1,2,The company denied my application despite my repeated objections. A debt collector contacted my employer without authorization regarding a debt I do not owe. I am experiencing significant financial hardship as a result of unauthorized changes to my account terms. I have attached supporting documentation for your review. My account number ends in 4521.,High
0,2,2,0,1,20,161.27,20.2,1,0,1,"I am disputing an overdraft charge because I was never notified of the policy change. I have called several times to resolve an incorrect late fee but the problem persists. The company provided contradictory information about my loan terms. Despite multiple attempts, I cannot get a clear answer about the dispute resolution process. My credit card account shows an incorrect late fee and customer service has been unhelpful. I was charged an overdraft charge that I believe was applied incorrectly. My account number ends in 4521. Please investigate this issue and take appropriate action.",Medium
4,0,1,3,2,10,178.6,24.4,1,1,1,"I was charged an overdraft charge that I believe was applied incorrectly. I have called three times to resolve an inaccurate balance but the problem persists. Despite multiple attempts, I cannot get a clear answer about the interest rate change. I found an unauthorized charge of $75 on my personal loan. My account number ends in 6693. I have attached supporting documentation for your review.",Medium
2,0,5,4,4,5,11945.52,23.6,1,0,3,This appears to be a case of predatory servicing that affects an entire class of vulnerable account holders. The company's systematic refusal to provide required disclosures constitutes a violation of the Equal Credit Opportunity Act. Evidence suggests elder financial abuse across a widespread pattern across multiple states. I am submitting this complaint through the online portal. I have attached supporting documentation for your review.,Critical
3,1,4,0,4,108,302.74,6.3,0,0,2,"I found an unauthorized charge of $125 on my bank account. My credit card account shows a wrongful penalty and customer service has been unhelpful. I found an unauthorized charge of $75 on my credit card. Despite multiple attempts, I cannot get a clear answer about my loan terms. I have called four times to resolve an inaccurate balance but the problem persists. I would appreciate a prompt response to this matter. I am submitting this complaint through the consumer portal.",Medium
5,0,9,0,2,62,11055.26,14.5,1,0,1,Evidence suggests deceptive loan origination practices across numerous borrowers who have filed similar complaints. I am filing this complaint under the Truth in Lending Act due to systematic refusal to provide required disclosures. I believe the company engaged in deliberate regulatory violations targeting non-English-speaking immigrants. The unfair debt collection I experienced appears to be part of a broader systemic issue across the industry. I believe the company engaged in elder financial abuse targeting low-income families with limited financial literacy. I would appreciate a prompt response to this matter. My account number ends in 8837.,Critical
0,2,0,1,4,41,69.79,7.1,0,0,3,I was charged a service charge that I believe was applied incorrectly. I have called multiple times to resolve a wrongful penalty but the problem persists. The company provided confusing information about the dispute resolution process. I was charged an overdraft charge that I believe was applied incorrectly. I found an unauthorized charge of $47 on my auto loan. Please investigate this issue and take appropriate action. I have attached supporting documentation for your review.,Medium
5,0,11,3,2,23,1661.46,20.3,0,1,1,Evidence suggests systematic consumer fraud across hundreds of affected consumers in my community. I am filing this complaint under UDAAP provisions under Dodd-Frank due to deliberate falsification of account records. I believe the company engaged in deliberate regulatory violations targeting service members deployed overseas. The company's systematic refusal to provide required disclosures constitutes a violation of the Fair Credit Reporting Act. I have attached supporting documentation for your review. Please investigate this issue and take appropriate action.,Critical
2,1,0,0,3,18,257.29,13.8,0,0,1,I received a monthly statement and the posted amount seems incorrect. I was confused by a delayed statement on my last billing cycle. I noticed a delayed statement on my recent bank account statement. There was a minor fee that I would like to understand better. I was confused by an unfamiliar charge of a few dollars on my last billing cycle. I have attached supporting documentation for your review. I would appreciate a prompt response to this matter.,Low
1,0,2,3,4,1,98.87,3.1,0,0,1,I am reporting abusive account practices that has caused irreparable harm to the credit histories of vulnerable consumers. This appears to be a case of predatory servicing that affects hundreds of affected consumers in my community. The predatory servicing I experienced appears to be not an isolated incident but a deliberate business strategy. The company's repeated targeting of protected classes constitutes a violation of the Equal Credit Opportunity Act.,Medium
4,2,2,1,2,40,3452.67,5.1,0,0,0,A debt collector refused to validate the alleged debt regarding a debt I do not owe. My bank account was froze my account without proper notification or justification. I received a legal action notice even though I never received the required written notice. I have attached supporting documentation for your review. I am submitting this complaint through the consumer portal.,High
1,2,1,1,4,48,45.22,1.7,0,0,1,I noticed a slight overcharge on my recent credit card statement. I received an annual notice and the transaction date seems incorrect. A trivial delayed statement appeared on my account and I need clarification. I noticed a minor fee on my recent checking account statement. There was a formatting error that I would like to understand better. I am submitting this complaint through the federal portal. Please investigate this issue and take appropriate action.,Low
3,0,2,1,2,3,29.69,11.5,1,0,3,I have a question about the rewards program related to my account. A trivial minor fee appeared on my account and I need clarification. There was a formatting error that I would like to understand better. I have a question about overdraft protection policies related to my account. A trivial small billing discrepancy appeared on my account and I need clarification. I am submitting this complaint through the regulatory portal. I would appreciate a prompt response to this matter.,Low
3,1,5,0,5,12,122.06,5.7,1,0,3,The company froze my account despite my repeated objections. I am experiencing substantial monetary losses as a result of the company's failure to process my payment correctly. My credit card was continued reporting inaccurate information without proper notification or justification. I received a legal action notice even though I never received the required written notice. The company refused to correct the error despite my repeated objections. Please investigate this issue and take appropriate action. I am submitting this complaint through the consumer portal.,High
2,1,3,2,3,18,3908.44,9.4,0,0,1,I received a foreclosure notice even though the underlying debt was already resolved. The company continued reporting inaccurate information despite my repeated objections. I received a foreclosure notice even though I have made every payment on time. My credit score has been severely damaged due to inaccurate information reported to the credit bureaus. I received a wage garnishment notice even though the underlying debt was already resolved. My account number ends in 9954. I have attached supporting documentation for your review.,High
0,2,3,4,3,130,114.65,3.7,1,0,3,There was a formatting error that I would like to understand better. I received an account summary and the posted amount seems incorrect. Could someone explain the my interest rate associated with my checking account? I have a question about my interest rate related to my account. I have attached supporting documentation for your review.,Low
